,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
3517,GANGETIC WEST BENGAL,1935,Percentage departure,-4.5,15.4,4.1,-22.3,-68.8,-33.8,-28.4,-3.7,-30.5,-91.7,-100.0,-71.8
3520,GANGETIC WEST BENGAL,1936,Percentage departure,-22.3,-44.8,-31.5,-63.1,107.9,21.4,1.8,-19.0,3.2,-35.7,-81.9,31.9
3523,GANGETIC WEST BENGAL,1937,Percentage departure,-100.0,394.9,-70.9,-62.1,21.1,21.8,-18.4,-9.7,20.2,-5.9,-91.4,-93.7
3526,GANGETIC WEST BENGAL,1938,Percentage departure,24.6,45.3,-90.5,-80.0,118.2,-5.4,-24.8,-0.1,-34.6,-32.0,-35.8,-99.8
3529,GANGETIC WEST BENGAL,1939,Percentage departure,-80.8,1.3,-63.3,-54.6,-34.8,1.4,29.1,45.3,-15.7,90.1,-4.0,-86.0
3532,GANGETIC WEST BENGAL,1940,Percentage departure,-99.4,32.8,251.0,-58.9,-8.1,-11.7,-27.4,23.8,-18.9,-49.2,-67.1,-51.3
3535,GANGETIC WEST BENGAL,1941,Percentage departure,132.0,-98.1,-97.5,-37.9,-18.7,52.3,24.2,27.7,-25.1,89.2,236.0,-93.1
3538,GANGETIC WEST BENGAL,1942,Percentage departure,-90.4,-26.5,-50.3,16.8,-40.4,-41.5,15.2,31.1,56.1,22.8,-37.0,-99.2
3541,GANGETIC WEST BENGAL,1943,Percentage departure,211.8,13.0,-42.9,92.0,-50.2,-15.2,28.6,3.2,-24.1,-22.5,-100.0,-100.0
3544,GANGETIC WEST BENGAL,1944,Percentage departure,375.1,6.9,35.6,0.8,-66.5,-40.3,7.5,53.8,-40.3,-31.9,-99.7,-100.0
3547,GANGETIC WEST BENGAL,1945,Percentage departure,42.5,-40.4,-82.9,70.2,2.4,-20.6,-39.7,-31.3,-19.3,110.4,-99.7,-95.1
3550,GANGETIC WEST BENGAL,1946,Percentage departure,-100.0,-81.7,-61.9,195.5,9.3,0.2,-8.6,20.5,24.1,69.6,28.0,-96.0
3553,GANGETIC WEST BENGAL,1947,Percentage departure,-73.0,-42.5,46.3,-58.7,-3.4,-30.1,7.2,-5.9,-3.5,-17.4,-97.8,492.2
3556,GANGETIC WEST BENGAL,1948,Percentage departure,4.9,96.9,63.4,18.3,26.2,-18.9,-17.5,4.2,-12.9,0.5,414.0,-100.0
3559,GANGETIC WEST BENGAL,1949,Percentage departure,-46.0,-86.9,13.3,158.0,75.5,-13.1,-0.1,-8.0,-14.7,-4.8,-94.2,-100.0
3562,GANGETIC WEST BENGAL,1950,Percentage departure,-100.0,-71.6,-12.7,-68.4,-5.9,50.2,4.1,20.2,-28.3,-19.6,421.2,-100.0
3565,GANGETIC WEST BENGAL,1951,Percentage departure,-100.0,-98.4,109.8,-70.4,-37.4,-26.9,-22.1,-16.1,-18.7,20.7,63.0,-93.1
3568,GANGETIC WEST BENGAL,1952,Percentage departure,-97.6,-95.2,-21.4,124.0,-28.5,-32.2,32.4,-21.2,-23.2,37.5,-88.7,-100.0
3571,GANGETIC WEST BENGAL,1953,Percentage departure,104.2,-38.2,-83.7,-69.4,-42.5,26.0,10.1,10.5,13.2,-51.8,74.9,-100.0
3574,GANGETIC WEST BENGAL,1954,Percentage departure,-2.5,-73.9,-98.8,-74.0,-17.7,-14.5,-38.0,-30.7,0.4,-51.1,-93.4,396.2
3577,GANGETIC WEST BENGAL,1955,Percentage departure,-77.1,-90.0,-61.6,-45.3,-55.4,-29.3,4.1,-18.9,-23.6,30.9,234.5,-98.8
3580,GANGETIC WEST BENGAL,1956,Percentage departure,-64.7,48.8,71.3,-42.4,31.5,39.0,-22.0,-4.9,59.0,35.8,-42.3,-31.3
3583,GANGETIC WEST BENGAL,1957,Percentage departure,297.7,16.7,-70.6,-86.6,-84.8,-6.2,-4.1,-35.2,-2.7,-67.0,-99.7,-100.0
3586,GANGETIC WEST BENGAL,1958,Percentage departure,1.0,12.5,-55.0,-14.9,-45.8,-61.4,-14.0,-30.7,19.8,-5.9,-59.8,-100.0
3589,GANGETIC WEST BENGAL,1959,Percentage departure,165.5,-44.1,-41.5,-36.6,-15.1,-15.6,-16.0,5.8,98.1,185.4,-98.5,-92.8
3592,GANGETIC WEST BENGAL,1960,Percentage departure,-95.1,-93.8,4.5,-98.0,13.6,-52.4,3.4,2.2,0.1,-38.8,-97.4,-99.6
3595,GANGETIC WEST BENGAL,1961,Percentage departure,-12.4,232.5,-77.1,-69.4,-15.3,11.3,-47.3,-18.6,18.2,-13.0,-96.4,-97.9
3598,GANGETIC WEST BENGAL,1962,Percentage departure,-30.6,-42.4,-79.6,22.6,-25.4,-24.8,-25.9,-32.6,-5.0,21.5,-100.0,-97.8
3601,GANGETIC WEST BENGAL,1963,Percentage departure,-97.2,-89.5,-80.7,38.6,-3.8,4.8,-14.7,-46.2,10.1,13.3,-57.0,-90.3
3604,GANGETIC WEST BENGAL,1964,Percentage departure,-78.5,-51.3,-39.0,31.1,-21.3,-44.9,24.2,-31.9,-10.6,6.8,-63.9,-100.0
3607,GANGETIC WEST BENGAL,1965,Percentage departure,-97.4,48.6,57.0,-26.3,-57.9,-7.9,-11.0,-7.6,-10.5,-31.0,-98.8,-95.9
3610,GANGETIC WEST BENGAL,1966,Percentage departure,162.2,-80.7,-82.8,-58.9,-59.6,19.8,-48.2,-23.8,-23.9,-26.8,57.2,10.7
3613,GANGETIC WEST BENGAL,1967,Percentage departure,316.1,-85.5,51.8,46.8,-50.8,-46.7,-23.9,18.8,32.6,-54.9,-94.1,-75.6
3616,GANGETIC WEST BENGAL,1968,Percentage departure,-54.8,-66.5,-74.2,-71.6,-67.1,49.3,28.5,52.1,-53.2,-0.1,71.1,-89.7
3619,GANGETIC WEST BENGAL,1969,Percentage departure,-62.4,-77.5,-29.5,80.3,-17.4,-43.4,-15.2,34.6,22.3,-60.4,4.9,-97.2
3622,GANGETIC WEST BENGAL,1970,Percentage departure,-14.8,-33.6,3.9,-62.2,-41.0,30.8,-12.4,-29.2,92.1,68.0,-28.3,-100.0
3625,GANGETIC WEST BENGAL,1971,Percentage departure,142.4,-37.7,-83.8,291.6,13.4,5.4,45.2,84.7,2.8,40.9,42.1,-100.0
3628,GANGETIC WEST BENGAL,1972,Percentage departure,-78.1,89.0,-86.1,-63.2,-76.7,-49.0,-11.4,75.0,-9.6,-48.5,-90.4,-100.0
3631,GANGETIC WEST BENGAL,1973,Percentage departure,-89.5,-60.9,128.4,-41.6,24.7,-17.3,-6.3,7.9,63.2,78.0,-5.3,322.9
3634,GANGETIC WEST BENGAL,1974,Percentage departure,-71.3,-100.0,180.8,-32.9,-12.2,-61.0,34.7,2.1,6.8,20.9,-79.2,-100.0
3637,GANGETIC WEST BENGAL,1975,Percentage departure,-21.4,-18.0,-64.2,-14.3,-38.9,-36.6,12.1,6.7,16.4,22.0,92.8,-100.0
3640,GANGETIC WEST BENGAL,1976,Percentage departure,-100.0,44.0,-29.9,6.8,23.6,-39.7,-8.9,-9.9,-19.7,-55.1,41.2,-90.1
3643,GANGETIC WEST BENGAL,1977,Percentage departure,-7.5,6.3,-75.3,102.0,63.9,65.8,38.5,6.1,-30.4,-25.4,117.4,527.4
3646,GANGETIC WEST BENGAL,1978,Percentage departure,-89.0,-7.1,70.5,11.9,8.0,2.4,-15.8,12.4,140.5,28.2,-53.5,12.6
3649,GANGETIC WEST BENGAL,1979,Percentage departure,26.9,19.9,-71.5,-37.1,-79.3,14.5,-8.9,-26.1,-32.1,-58.7,-47.8,260.8
3652,GANGETIC WEST BENGAL,1980,Percentage departure,22.5,-0.8,105.8,-51.0,2.1,22.9,23.9,-21.6,-26.4,36.7,-99.8,-92.2
3655,GANGETIC WEST BENGAL,1981,Percentage departure,8.6,180.5,118.8,149.1,133.1,30.1,28.3,5.5,1.6,-90.0,-82.9,1188.5
3658,GANGETIC WEST BENGAL,1982,Percentage departure,-80.8,57.0,194.6,59.3,-65.5,-20.6,-31.0,-0.5,-58.9,-74.8,-19.0,-99.4
3661,GANGETIC WEST BENGAL,1983,Percentage departure,-28.0,71.9,58.7,-0.5,23.1,-23.5,-36.2,17.7,0.5,44.4,-95.1,141.2
3664,GANGETIC WEST BENGAL,1984,Percentage departure,51.4,-88.7,-98.1,4.8,-23.3,141.7,2.2,42.4,-20.2,-3.7,-100.0,-100.0
3667,GANGETIC WEST BENGAL,1985,Percentage departure,-13.6,-3.5,-70.2,-45.9,-7.5,13.5,-12.1,9.7,-18.0,18.2,-91.9,82.6
3670,GANGETIC WEST BENGAL,1986,Percentage departure,-24.3,-72.1,-76.0,9.0,35.8,-7.7,-3.7,-41.6,112.2,73.6,381.3,265.2
3673,GANGETIC WEST BENGAL,1987,Percentage departure,-85.9,-68.7,-36.2,72.3,-14.8,-40.5,31.3,52.3,6.7,-70.7,97.8,36.8
3676,GANGETIC WEST BENGAL,1988,Percentage departure,-86.7,0.4,80.7,1.9,1.5,106.0,-7.9,-5.7,-15.8,-13.5,78.6,-90.5
3679,GANGETIC WEST BENGAL,1989,Percentage departure,-96.7,-78.4,-79.3,-87.9,61.2,28.8,27.4,-6.1,15.5,-9.1,-83.1,223.4
3682,GANGETIC WEST BENGAL,1990,Percentage departure,-82.8,173.0,302.1,78.4,37.1,8.6,59.8,-23.9,22.2,50.1,116.6,-38.6
3685,GANGETIC WEST BENGAL,1991,Percentage departure,120.3,-50.0,40.7,-22.5,-38.6,4.2,17.1,6.7,1.3,8.3,-29.6,1093.8
3688,GANGETIC WEST BENGAL,1992,Percentage departure,10.9,117.4,-99.6,-43.9,18.0,-2.9,25.2,-18.1,-7.9,-43.0,-80.0,-97.2
3691,GANGETIC WEST BENGAL,1993,Percentage departure,-98.0,-83.5,38.0,76.7,8.0,33.0,-14.0,15.2,71.3,-18.8,73.0,-99.4
3694,GANGETIC WEST BENGAL,1994,Percentage departure,88.3,114.1,-75.5,43.2,-9.0,25.6,30.9,-5.2,-32.5,-28.6,-56.6,-100.0
3697,GANGETIC WEST BENGAL,1995,Percentage departure,59.8,32.3,-70.6,-77.3,88.5,-25.0,23.2,33.0,67.2,-25.6,626.4,9.6
3700,GANGETIC WEST BENGAL,1996,Percentage departure,-12.8,-42.0,-65.0,-11.9,-37.3,36.0,-22.8,52.0,-41.7,34.3,-81.4,-99.6
3703,GANGETIC WEST BENGAL,1997,Percentage departure,48.4,3.5,49.3,128.8,-8.8,-11.1,34.3,24.8,-0.9,-76.1,37.8,340.2
3706,GANGETIC WEST BENGAL,1998,Percentage departure,318.9,36.0,335.0,19.1,-19.1,-37.5,-9.3,-14.4,20.4,64.9,248.8,-100.0
3709,GANGETIC WEST BENGAL,1999,Percentage departure,-99.1,-97.0,-94.5,-76.5,102.4,8.8,24.5,20.9,90.1,68.3,-38.2,-99.1
3712,GANGETIC WEST BENGAL,2000,Percentage departure,-25.0,154.2,-87.3,21.4,99.8,-16.8,4.9,-42.5,74.1,-34.3,-92.7,-98.2
3715,GANGETIC WEST BENGAL,2001,Percentage departure,-97.9,-91.7,10.8,11.1,63.3,55.5,-17.3,-19.9,-16.3,40.9,-60.1,-100.0
3718,GANGETIC WEST BENGAL,2002,Percentage departure,108.1,-93.5,-10.1,74.0,6.0,40.8,-13.5,-6.8,32.6,-38.4,130.5,-98.7
3721,GANGETIC WEST BENGAL,2003,Percentage departure,-96.3,-48.5,136.5,-18.4,-23.9,13.6,-22.2,-22.9,-37.0,194.2,-59.7,213.6
3724,GANGETIC WEST BENGAL,2004,Percentage departure,-73.7,-93.0,-49.6,41.3,-32.3,16.4,-23.0,25.6,7.4,90.1,-100.0,-86.0
3727,GANGETIC WEST BENGAL,2005,Percentage departure,112.3,-48.2,179.6,-6.0,-23.4,-19.0,8.9,-27.0,-10.1,203.1,-86.75,-13.6
3730,GANGETIC WEST BENGAL,2006,Percentage departure,-93.3,-86.7,-64.2,36.0,12.2,-10.5,49.5,3.2,54.8,-57.2,-73.5,-93.9
3733,GANGETIC WEST BENGAL,2007,Percentage departure,-69.2,146.8,32.8,-13.0,-8.3,-8.4,87.4,5.6,86.9,-51.9,11.4,-100.0
3736,GANGETIC WEST BENGAL,2008,Percentage departure,291.0,-45.6,-61.1,-3.8,-12.3,67.8,4.0,-18.8,8.6,-37.7,-100.0,-97.2
3739,GANGETIC WEST BENGAL,2009,Percentage departure,-81.1,-93.8,-39.6,-94.2,112.7,-71.8,-14.7,7.2,19.7,-33.4,-57.5,-94.1
3742,GANGETIC WEST BENGAL,2010,Percentage departure,-98.7,-54.6,-73.0,-64.4,18.4,-23.4,-39.7,-38.0,-21.7,-17.1,-71.5,425.2
3745,GANGETIC WEST BENGAL,2011,Percentage departure,-79.8,-88.3,36.7,68.6,23.2,75.9,-32.4,42.8,20.3,-68.2,-94.1,-75.4
3748,GANGETIC WEST BENGAL,2012,Percentage departure,222.5,-32.9,-85.2,29.8,-59.0,-40.7,-3.2,-15.8,0.3,-44.7,112.8,335.8
3751,GANGETIC WEST BENGAL,2013,Percentage departure,-79.9,-56.3,-83.9,2.6,82.0,-5.5,-19.1,29.3,3.2,204.4,6.700000000000003,-99.8
3754,GANGETIC WEST BENGAL,2014,Percentage departure,-92.6,85.1,-32.6,-95.8,15.6,-21.6,-8.2,-5.7,-6.7,-51.0,-99.4,-89.3
3757,GANGETIC WEST BENGAL,2015,Percentage departure,2.3,-75.8,-34.7,99.4,-46.5,0.1,94.5,-16.0,-33.4,-71.8,-89.6,11.9
3763,GUJARAT REGION,1901,Percentage departure,132.4,-100.0,-48.7,48.0,14.8,-51.3,-31.6,-21.4,-87.6,-20.4,-99.7,-77.9
3766,GUJARAT REGION,1902,Percentage departure,114.4,-100.0,-100.0,-48.0,-83.9,-73.5,-34.6,14.4,92.4,-88.9,-78.8,747.4
3769,GUJARAT REGION,1903,Percentage departure,-85.1,-95.0,11.2,-100.0,102.3,-75.7,29.0,-22.7,25.4,-74.1,-100.0,-100.0
3772,GUJARAT REGION,1904,Percentage departure,-57.3,754.8,1273.7,-83.2,-35.8,-61.0,-44.5,-72.5,-5.5,-70.6,-98.7,-14.5
3775,GUJARAT REGION,1905,Percentage departure,-92.9,-45.0,-12.9,-75.2,-66.9,-83.7,90.3,-85.5,-44.4,-93.1,-96.6,-96.0
3778,GUJARAT REGION,1906,Percentage departure,-97.9,923.2,-96.6,-100.0,-98.0,43.5,-11.3,-5.4,-7.8,-71.9,-100.0,-32.9
3781,GUJARAT REGION,1907,Percentage departure,-81.0,1081.3,-84.6,92.2,-92.8,-41.5,-7.4,116.0,-88.0,-83.5,-99.8,-100.0
3784,GUJARAT REGION,1908,Percentage departure,187.5,-77.5,-86.3,-100.0,-98.4,-45.4,60.1,40.1,-82.8,-95.1,-100.0,-100.0
3787,GUJARAT REGION,1909,Percentage departure,-97.0,-56.7,-94.3,410.9,-56.6,29.7,18.4,-7.2,-1.9,-92.9,-100.0,292.6
3790,GUJARAT REGION,1910,Percentage departure,-65.0,-100.0,-100.0,-94.0,-99.5,112.3,-17.4,29.6,-69.4,10.5,104.4,-100.0
3793,GUJARAT REGION,1911,Percentage departure,93.9,-96.2,1442.0,-99.4,-84.7,27.7,-81.0,-64.2,-60.5,-97.5,-47.7,-95.9
3796,GUJARAT REGION,1912,Percentage departure,-95.3,-100.0,-100.0,-77.8,-90.8,-15.0,78.0,11.4,-73.4,-35.0,509.9,-100.0
3799,GUJARAT REGION,1913,Percentage departure,-100.0,-100.0,-87.9,-98.7,123.0,194.6,20.5,-18.2,-0.1,-94.7,-99.1,-80.7
3802,GUJARAT REGION,1914,Percentage departure,-100.0,200.3,-100.0,-80.2,-10.6,79.7,39.2,-47.3,60.7,-59.5,-17.5,-100.0
3805,GUJARAT REGION,1915,Percentage departure,317.7,54.3,888.2,49.9,-61.9,4.0,-63.3,-55.5,-63.9,437.6,-61.6,-88.8
3808,GUJARAT REGION,1916,Percentage departure,-100.0,-100.0,-80.5,-90.6,43.6,2.4,-52.1,60.3,32.5,55.0,-45.0,-100.0
3811,GUJARAT REGION,1917,Percentage departure,-76.6,494.8,-96.3,393.0,1522.0,2.5,-8.8,45.1,142.1,1018.4,-100.0,-100.0
3814,GUJARAT REGION,1918,Percentage departure,-80.1,-100.0,-82.1,-100.0,99.0,-69.5,-68.5,-18.3,-87.9,-99.0,-93.2,-100.0
3817,GUJARAT REGION,1919,Percentage departure,241.3,-95.0,-99.0,20.9,-64.5,-11.1,-4.3,84.2,-46.5,57.8,170.7,-99.1
3820,GUJARAT REGION,1920,Percentage departure,2350.6,49.0,-100.0,-76.9,943.0,53.0,-23.6,-57.7,-78.3,-100.0,-100.0,-100.0
3823,GUJARAT REGION,1921,Percentage departure,-54.2,-100.0,-100.0,-100.0,-100.0,-74.8,50.9,-21.4,177.2,-97.9,-100.0,-87.9
3826,GUJARAT REGION,1922,Percentage departure,18.2,-100.0,-100.0,-98.4,-100.0,5.7,-10.3,-59.1,115.1,-76.0,-43.6,-48.0
3829,GUJARAT REGION,1923,Percentage departure,-100.0,318.2,24.8,269.6,-24.2,-97.9,-16.0,-39.7,-44.0,-95.5,-99.7,-100.0
3832,GUJARAT REGION,1924,Percentage departure,-24.8,-98.0,-69.0,-96.7,-8.4,-5.2,-15.3,2.2,36.0,0.5,-100.0,-30.4
3835,GUJARAT REGION,1925,Percentage departure,-100.0,-100.0,-88.4,-100.0,326.6,113.9,-43.2,-68.7,-90.3,-98.1,-9.0,-83.9
3838,GUJARAT REGION,1926,Percentage departure,262.2,-100.0,-28.8,91.1,41.0,-83.8,15.7,80.3,145.7,-99.7,-99.2,-97.5
3841,GUJARAT REGION,1927,Percentage departure,-100.0,299.6,-99.7,-76.8,-69.3,12.6,157.3,-23.8,-22.0,25.5,152.6,954.9
3844,GUJARAT REGION,1928,Percentage departure,-100.0,-82.5,-100.0,-100.0,-99.7,-58.4,6.2,-15.6,-5.3,-6.3,127.5,25.2
3847,GUJARAT REGION,1929,Percentage departure,4.9,-100.0,-100.0,417.5,-85.3,-0.1,0.7,-42.3,-85.9,-65.5,-91.5,728.4
3850,GUJARAT REGION,1930,Percentage departure,13.7,-85.5,-82.6,-87.5,-81.2,29.5,21.3,-41.5,-29.7,130.9,-100.0,-36.9
3853,GUJARAT REGION,1931,Percentage departure,-100.0,-89.8,-100.0,-98.5,-71.4,-85.1,-5.3,109.1,-40.8,443.6,-41.8,-9.3
3856,GUJARAT REGION,1932,Percentage departure,-100.0,-99.4,-33.8,-58.6,-94.1,-53.2,53.8,-43.9,-11.6,43.8,-87.0,-81.3
3859,GUJARAT REGION,1933,Percentage departure,-100.0,173.3,-39.3,229.1,631.6,-4.4,-31.3,81.3,55.7,-27.8,-80.3,466.0
3862,GUJARAT REGION,1934,Percentage departure,-93.6,-100.0,-38.9,-71.6,-100.0,77.6,-24.2,50.4,-44.5,-95.5,143.3,-100.0
3865,GUJARAT REGION,1935,Percentage departure,304.3,-98.1,-100.0,45.8,-93.7,-33.4,1.4,-59.0,28.4,-32.2,-99.2,-76.4
3868,GUJARAT REGION,1936,Percentage departure,-99.7,47.3,6.9,-100.0,-87.4,53.1,-62.0,-79.7,20.3,-93.6,626.9,-100.0
3871,GUJARAT REGION,1937,Percentage departure,-100.0,226.8,-86.3,-87.3,-100.0,110.6,64.6,-87.8,119.1,-84.4,-98.6,244.7
3874,GUJARAT REGION,1938,Percentage departure,-98.4,-93.9,-100.0,-98.4,161.1,114.2,-2.4,-48.5,-82.0,45.2,-100.0,-97.2
3877,GUJARAT REGION,1939,Percentage departure,-100.0,-9.7,151.3,-100.0,-99.2,-75.5,-40.1,1.5,-37.3,-94.0,-66.2,-88.5
3880,GUJARAT REGION,1940,Percentage departure,528.2,258.4,721.8,83.4,-75.3,23.4,-40.7,-7.4,-18.0,337.6,269.8,-100.0
3883,GUJARAT REGION,1941,Percentage departure,-46.3,911.2,-91.1,-32.6,-84.5,-65.6,91.4,-28.2,-72.1,-84.3,-100.0,-72.3
3886,GUJARAT REGION,1942,Percentage departure,12.7,1010.9,-100.0,-98.3,48.9,5.1,42.7,40.8,11.3,-99.8,-100.0,-77.2
3889,GUJARAT REGION,1943,Percentage departure,-92.4,-100.0,-100.0,-47.9,213.4,7.3,37.9,-69.0,4.1,103.9,-94.2,-100.0
3892,GUJARAT REGION,1944,Percentage departure,62.5,-100.0,319.8,116.0,-61.6,-11.0,78.3,92.4,-50.6,-18.9,-99.4,-100.0
3895,GUJARAT REGION,1945,Percentage departure,290.7,-100.0,-100.0,80.9,-88.3,30.0,47.8,-6.1,132.3,-86.9,138.15,-100.0
3898,GUJARAT REGION,1946,Percentage departure,-100.0,70.4,-97.9,-1.7,-30.6,88.6,-16.9,79.8,-28.4,-94.9,375.7,295.2
3901,GUJARAT REGION,1947,Percentage departure,-77.8,-100.0,-100.0,3672.0,-100.0,-95.6,-38.3,-1.6,72.9,-60.2,-68.0,-96.5
3904,GUJARAT REGION,1948,Percentage departure,547.9,-64.6,-100.0,-100.0,-88.4,-47.0,-47.0,-55.6,-65.9,-13.0,247.5,-55.9
3907,GUJARAT REGION,1949,Percentage departure,-100.0,-91.7,-100.0,-100.0,-59.2,-71.6,-17.4,-21.3,65.0,12.4,-66.1,-100.0
3910,GUJARAT REGION,1950,Percentage departure,-100.0,-100.0,-100.0,-98.0,-98.3,-90.6,108.1,-70.6,109.8,-84.2,-100.0,-100.0
3913,GUJARAT REGION,1951,Percentage departure,-100.0,-100.0,-66.1,-76.0,-66.0,-47.0,-37.7,-37.7,-95.0,-33.7,0.6,-75.9
3916,GUJARAT REGION,1952,Percentage departure,-98.1,-100.0,-100.0,-99.6,-95.9,12.1,38.9,-47.8,-92.0,-91.3,-100.0,-100.0
3919,GUJARAT REGION,1953,Percentage departure,600.4,-100.0,-98.1,-91.6,-94.6,16.1,-31.6,111.6,-28.5,-95.1,-100.0,-69.9
3922,GUJARAT REGION,1954,Percentage departure,-92.7,64.9,350.4,-98.4,-97.2,-7.6,1.1,-18.0,257.2,53.2,-98.7,83.9
3925,GUJARAT REGION,1955,Percentage departure,-80.6,-93.1,-88.2,-31.7,-49.1,-15.2,-68.7,50.6,113.1,145.7,-98.3,-100.0
3928,GUJARAT REGION,1956,Percentage departure,-99.2,-89.4,-97.0,-94.9,336.8,-16.8,88.3,26.3,-7.6,413.7,-70.1,-3.0
3931,GUJARAT REGION,1957,Percentage departure,30.1,-100.0,-84.4,-96.6,-5.2,22.7,-26.8,-24.0,-89.0,-64.3,14.1,-83.7
3934,GUJARAT REGION,1958,Percentage departure,-44.1,-100.0,-79.4,3.1,-89.2,-16.4,-4.1,9.9,129.9,124.2,38.3,-94.5
3937,GUJARAT REGION,1959,Percentage departure,-99.5,-100.0,-100.0,160.9,-76.8,-20.8,80.2,23.2,158.4,482.2,-35.6,-97.0
3940,GUJARAT REGION,1960,Percentage departure,-10.3,-100.0,-87.1,-97.9,32.8,6.2,-37.8,-19.4,-50.0,-69.7,-100.0,-90.3
3943,GUJARAT REGION,1961,Percentage departure,-99.0,-50.9,-100.0,-99.6,-90.6,-27.1,4.0,-33.2,103.7,-23.0,-98.6,-97.6
3946,GUJARAT REGION,1962,Percentage departure,-100.0,-100.0,14.1,21.5,-62.4,-60.2,-14.9,-30.7,55.4,-100.0,22.5,108.6
3949,GUJARAT REGION,1963,Percentage departure,-19.6,-100.0,-22.5,-68.3,-94.3,-47.1,-17.0,34.3,55.8,24.6,357.5,-71.3
3952,GUJARAT REGION,1964,Percentage departure,-96.8,-100.0,-100.0,-98.0,-34.4,-14.2,5.7,13.4,-21.6,-97.7,-99.3,-100.0
3955,GUJARAT REGION,1965,Percentage departure,312.2,-100.0,-53.5,-65.2,-79.3,-91.0,26.0,-36.5,-83.5,-95.3,-66.4,-93.9
3958,GUJARAT REGION,1966,Percentage departure,-86.6,-100.0,-96.2,-97.4,-91.9,-0.5,-9.9,-72.8,25.8,-96.0,-96.0,-93.3
3961,GUJARAT REGION,1967,Percentage departure,-100.0,-100.0,3340.1,-59.8,-97.1,7.2,17.7,-21.9,-15.3,-95.3,-99.7,1406.6
3964,GUJARAT REGION,1968,Percentage departure,-93.0,-74.5,-0.1,-96.8,-97.6,-72.6,-20.5,13.7,-68.7,-50.9,-99.2,-100.0
3967,GUJARAT REGION,1969,Percentage departure,-99.3,-80.4,-100.0,-100.0,-100.0,-18.7,-5.6,-40.8,31.3,-100.0,0.0,129.0
3970,GUJARAT REGION,1970,Percentage departure,-90.6,-21.4,-93.3,-92.5,-12.8,112.3,-25.6,89.8,120.2,-72.4,-100.0,-100.0
3973,GUJARAT REGION,1971,Percentage departure,-97.9,-93.7,-100.0,-70.8,-17.9,42.4,-27.8,-25.7,-7.7,-76.1,-100.0,-100.0
3976,GUJARAT REGION,1972,Percentage departure,-96.0,58.9,-100.0,-99.3,-69.6,-29.0,-40.7,-30.9,-84.2,-99.1,-99.7,-100.0
3979,GUJARAT REGION,1973,Percentage departure,-88.3,-45.1,-92.9,-100.0,-79.1,-21.3,-14.2,39.5,164.8,-66.2,-100.0,-94.3
3982,GUJARAT REGION,1974,Percentage departure,-100.0,-100.0,-100.0,-44.9,747.1,-82.1,-61.4,-60.6,-53.0,84.8,-100.0,6.8
3985,GUJARAT REGION,1975,Percentage departure,-100.0,-99.5,-39.7,-100.0,-97.6,26.1,-37.5,72.1,118.0,130.6,-100.0,-100.0
3988,GUJARAT REGION,1976,Percentage departure,77.1,-99.6,-99.2,-100.0,-96.1,176.8,66.4,84.7,2.3,-99.1,698.9,-100.0
3991,GUJARAT REGION,1977,Percentage departure,114.2,-88.8,-81.6,-88.0,154.3,150.8,61.0,-7.0,9.5,-96.6,23.4,-100.0
3994,GUJARAT REGION,1978,Percentage departure,-100.0,-8.7,-96.6,83.1,-95.0,25.7,-20.0,55.3,-64.2,-70.7,262.5,318.3
3997,GUJARAT REGION,1979,Percentage departure,-43.1,271.3,-98.9,-96.5,-94.3,7.0,-50.4,68.9,-68.3,-45.1,1183.9,-93.8
4000,GUJARAT REGION,1980,Percentage departure,-95.3,-100.0,-100.0,-99.7,-97.8,111.2,-23.5,-4.7,-83.6,-96.4,-95.2,1155.4
4003,GUJARAT REGION,1981,Percentage departure,-28.8,-100.0,-46.8,-94.0,-95.0,-10.0,18.0,44.3,-5.6,95.4,322.4,-100.0
4006,GUJARAT REGION,1982,Percentage departure,-80.5,-90.8,-92.8,146.3,656.2,-68.0,-21.8,1.9,-82.3,-68.8,1236.6,-97.5
4009,GUJARAT REGION,1983,Percentage departure,-96.7,-100.0,-100.0,651.5,-78.1,4.5,16.4,55.4,23.7,281.8,-100.0,-100.0
4012,GUJARAT REGION,1984,Percentage departure,-100.0,-100.0,-100.0,-100.0,-99.6,-31.2,-28.6,61.3,-39.0,-73.0,-76.7,-100.0
4015,GUJARAT REGION,1985,Percentage departure,-100.0,-100.0,-100.0,-28.6,-65.0,-88.1,-29.6,-30.1,-87.6,493.4,-100.0,-78.0
4018,GUJARAT REGION,1986,Percentage departure,-100.0,-100.0,-92.0,-100.0,-67.1,45.6,-53.9,-42.8,-96.0,-92.8,-84.7,-100.0
4021,GUJARAT REGION,1987,Percentage departure,-77.6,-56.4,-98.8,-100.0,-94.3,-43.8,-66.0,-30.9,-96.1,-83.8,55.4,667.2
4024,GUJARAT REGION,1988,Percentage departure,-100.0,-100.0,-99.1,131.5,-100.0,-39.6,63.2,-6.0,30.3,-46.5,-100.0,-100.0
4027,GUJARAT REGION,1989,Percentage departure,-30.3,-100.0,-100.0,-100.0,-99.0,-9.1,0.0,14.2,-60.3,-92.8,-100.0,-99.0
4030,GUJARAT REGION,1990,Percentage departure,-100.0,168.2,-80.1,-100.0,443.7,-36.2,-36.9,103.1,54.8,-23.6,-32.9,169.7
